8.667633670224050846e-03,5.804811158158272866e-01,8.344325468377152832e-01
9.054002290344261850e-01,3.779989491932788104e-01,8.847275020800193790e-01
9.326778385002280070e-01,2.148615287774167104e-01,5.635815377361161893e-01
5.942545440035671422e-01,8.557481856206804460e-01,7.509068782480307069e-01
6.661947020552698717e-01,8.467731993010022551e-01,6.640655746478972832e-01
7.809009456684476991e-01,5.721803845698452129e-01,4.922057802294248496e-01
1.068906659379035284e-01,1.311151297663658566e-01,9.664335116612337018e-01
5.227002428037570425e-01,3.137515283878322681e-01,2.175690892608915794e-01
5.233904309705480484e-01,6.292369279034814022e-01,2.820680302940898887e-01
7.346402079765332882e-01,1.804889048587966505e-01,5.331548763246771738e-01
3.254049516523700447e-01,6.033643616138907317e-01,6.521589816642608950e-01
8.652642333417787102e-01,9.014970467720353486e-01,3.937461057455678981e-01
2.358349502605572301e-01,7.475912960503616755e-02,4.584977789770822154e-01
9.176218651072584054e-01,8.880249151613400782e-01,4.968737998502908981e-01
4.824471655883225685e-01,6.662156011300260916e-01,4.070667639535762161e-01
7.718465518380892565e-01,6.211084318000215099e-03,1.030300170015818750e-02
7.732526802050224690e-01,7.589549490696428924e-01,9.060190210218490581e-01
5.665700008010443600e-01,5.516409051004825814e-01,1.455526240564107843e-01
1.471721370859037092e-01,8.661149026752458235e-01,4.225178101299140732e-01
2.271590538786978364e-01,7.709340942906498517e-01,4.934462665633789769e-01
1.875410861408445262e-01,7.900915144927250777e-01,8.481173673165538496e-01
8.626271710725985642e-02,8.776887032630728003e-01,7.288549832390005534e-01
7.500570156343198125e-01,8.510277295192203439e-01,8.353744839821881651e-01
9.493499015027917487e-02,9.503234831250364500e-01,8.905414702594466325e-01
8.955377331523163287e-01,7.926206233971158088e-01,3.736122665942989141e-01
9.646410393360971280e-02,1.298301941545013660e-01,2.506418686980745880e-01
5.443000193011221510e-01,5.796075015986961176e-01,6.430307293117984990e-01
9.806643983664473652e-01,5.409779598308489534e-01,5.949056685214325624e-01
1.963531977152204178e-01,1.173013833117860782e-01,1.308560059120411623e-01
1.467495967601807338e-01,9.088661445101751113e-01,8.798095807475230234e-01
7.260525102772101835e-01,3.362786395094008451e-01,8.076483606800501924e-01
1.976141174457130001e-01,6.244942371053330277e-02,7.683086358628538060e-01
6.186716706773917052e-01,2.916416249518904991e-01,2.655913693162571532e-01
6.716671930457520645e-01,5.068679560255970884e-01,2.467010981038557649e-01
5.512339575413031101e-01,3.207352817955889668e-01,6.004402227381500090e-01
2.445036839609484591e-01,6.008215897886179935e-01,2.323054529066903573e-01
4.662666250755396202e-01,9.530550595506569467e-01,9.161964254302741306e-01
1.044311202930332527e-01,5.420695596126928750e-01,5.617755412632980949e-01
7.056000320802613412e-02,9.849664767392183329e-01,3.728989575295699188e-01
6.680211414592945873e-01,1.672404288499750313e-01,9.410595110208933578e-01
7.915164758342252416e-02,2.795393534829951898e-01,8.802393895246718447e-02
5.220501371355154019e-01,8.424031873717978680e-01,4.468426244366157096e-01
5.374390857735549254e-01,8.839539141360552854e-02,1.497029633994357845e-01
3.924064983610908719e-01,5.242155185078268831e-01,9.532746830423048934e-01
4.044430670473336820e-01,2.652687756025916554e-01,6.950319671049814962e-01
1.354841771694104136e-02,4.529049579731910802e-01,5.551079385413563161e-01
3.681145875471711904e-01,7.796875791874109396e-01,8.571486022802323745e-01
3.787221217885879954e-01,5.509939572177775524e-01,8.722859345154512223e-01
3.714704990163860687e-01,2.996075357772477465e-01,6.994055554855684864e-01
1.481607639208584182e-01,6.980600851913753013e-01,6.819585548725598523e-01
