8.278755915174981217e-01,2.044293088093313004e-01,6.491269164067002828e-01
5.460941211045537980e-01,9.083207793320893231e-01,4.745927317721738703e-01
7.923218919858339149e-01,9.664795782017843173e-03,1.306317519210664635e-02
2.003880415198489029e-02,7.265367422421230570e-01,7.340934841052317861e-01
8.788994161047625209e-02,1.771788552765386493e-01,3.069731359594851661e-02
4.711627924435681791e-01,4.691250954430654652e-01,3.763948614912348001e-01
1.444101707047672489e-01,8.852630664382011849e-01,1.427702503771008935e-01
8.641468779807638390e-01,8.596655129809627205e-02,7.964860315214969955e-01
9.176867522097853502e-01,9.466324408167424709e-01,6.240578904714949582e-01
5.045381638556519777e-01,5.984033113106925761e-01,8.801712553352338819e-01
8.314994743760272256e-01,5.509785687107218166e-01,9.704337943715363179e-01
1.685537417404541216e-01,6.031473868542316374e-01,4.033049099644977487e-01
7.871983717144570569e-02,5.890004559864214784e-02,4.576188644141665485e-01
6.071919099063912695e-01,3.187463579836844474e-01,5.241857284801810790e-01
6.626544047824638461e-01,3.873640900801422760e-02,4.830054198584755598e-01
5.864349943780322594e-01,9.313317750164900044e-01,4.703788797163377389e-03
6.466482608029612278e-01,1.478218433287532552e-01,9.714509451577055810e-01
4.205406137596576777e-01,3.052946488196669472e-01,3.183548000468346961e-01
3.915079994950703135e-01,6.458236050081379576e-01,4.366764827165481311e-01
3.358744670683656564e-01,1.499319714341458276e-01,3.804773507687581047e-01
3.183813517132941806e-01,6.400233076256681697e-01,7.572509490878516214e-01
3.279056657234566963e-01,3.483664921796050251e-01,7.971859026298543371e-01
2.940085760566729656e-01,8.320499866832538061e-01,5.554525035404533906e-01
8.244837488128626823e-01,9.383134818922633791e-01,9.131459398136899663e-01
2.327598296692015012e-01,3.869985071702137791e-01,1.787716979203586298e-01
4.188983131322508990e-01,9.670377216435378509e-01,5.843455369225484253e-01
5.007169579709513929e-02,4.375171022378561148e-01,8.403913783102174850e-01
2.385670234707434334e-01,6.815911944593153748e-01,6.028266860529911675e-01
5.520568842605765303e-01,7.220336241533841237e-01,5.533102048645666127e-01
3.402642506401865052e-01,9.371799081863074754e-01,8.106532862333384326e-01
3.430502304471998443e-01,4.403847053119570587e-01,3.420059410309451708e-01
2.812417928158605918e-01,9.619276855555913830e-02,2.195047487006471787e-01
3.284253671477763703e-01,8.016224180087700990e-01,4.972019078293177241e-01
3.246220482233574955e-01,4.317523099963531674e-01,9.797761453499737039e-01
8.844947215576253186e-01,4.483559749126068139e-01,7.908607660494231251e-01
8.188545306622490028e-01,4.154256700494728394e-01,1.534001025979352395e-01
3.409110850052621267e-01,3.642359756020968620e-01,4.884103165332430718e-01
3.792490363521208163e-01,7.056426279151856162e-01,1.282193438390775153e-01
1.493429096275745716e-01,1.126990776919605253e-01,7.163109510633063337e-01
4.115658787202974844e-01,1.888680781835422318e-01,6.848168101481780790e-01
1.018079835857284010e-01,8.634514653828351261e-01,9.844558667194361901e-01
4.603077260319832220e-01,9.136894673688069624e-01,7.382019277364729737e-01
5.724333573516149354e-02,8.503686376600964048e-01,1.505062248445042661e-01
7.399281367415028177e-01,6.347798281987276914e-01,7.809957971678341826e-01
1.358188525848721406e-01,7.596862630092463542e-01,2.585906551811547605e-01
4.511754804664391827e-02,7.294037896951751643e-01,1.478406040173780855e-01
3.386654080646631648e-01,2.317807422369682069e-01,2.267572323870276074e-01
1.187916052897540764e-01,8.197313523459371920e-01,6.855132027334233102e-01
7.287285231403489716e-01,3.182749828054729502e-01,2.666489453396374554e-01
9.910355534326176219e-03,6.184364992465052335e-01,6.964650227168749375e-01
5.219693408448161653e-01,4.607653236765651972e-02,1.039589592310845578e-01
7.798099766578897585e-01,4.796977359384629880e-01,7.791975907297269410e-01
4.970526052536476946e-01,2.258839609616912769e-01,4.014552463811931204e-01
8.905517349740513788e-01,3.969212670079492744e-01,6.212313632920147821e-01
6.036622235528505964e-01,6.907206116723787481e-01,7.939134473343179010e-01
4.861947815056272271e-01,3.570199158067046685e-01,1.659344982570850613e-01
7.549420661279465650e-01,4.110938369794734371e-01,6.620884880312641885e-01
8.891196181620314443e-01,8.970764730607440063e-01,8.419956860473909455e-02
1.332464676530225045e-01,7.768173909818523182e-01,9.010177978485891526e-01
